[2026-03-17T07:33:21.340Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js → 200 (60ms, 1047866B)
[2026-03-17T07:33:21.340Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js → 200 (11ms, 171046B)
[2026-03-17T07:33:21.340Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js → 200 (60ms, 816065B)
[2026-03-17T07:33:21.340Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js → 200 (15ms, 144411B)
[2026-03-17T07:33:21.340Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_17643121._.js → 200 (48ms, 621043B)
[2026-03-17T07:33:21.341Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_f3530cac._.js → 200 (31ms, 208383B)
[2026-03-17T07:33:21.341Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js → 200 (14ms, 1979B)
[2026-03-17T07:33:21.341Z] GET http://localhost:3000/_next/static/chunks/_a0ff3932._.js → 200 (14ms, 783B)
[2026-03-17T07:33:21.341Z] GET http://localhost:3000/_next/static/chunks/turbopack-_23a915ee._.js → 200 (34ms, 74970B)
[2026-03-17T07:33:21.341Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_be32b49c._.js → 200 (33ms, 126668B)
[2026-03-17T07:33:21.341Z] GET http://localhost:3000/_next/static/chunks/src_app_favicon_ico_mjs_81d86e48._.js → 200 (32ms, 262B)
[2026-03-17T07:33:21.341Z] GET http://localhost:3000/_next/static/chunks/node_modules_37ac4981._.js → 200 (56ms, 492576B)
[2026-03-17T07:33:21.341Z] GET http://localhost:3000/_next/static/chunks/src_app_providers_tsx_9c18dcf0._.js → 200 (35ms, 3749B)
[2026-03-17T07:33:21.341Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_1cf6b850._.js → 200 (34ms, 363B)
[2026-03-17T07:33:21.342Z] GET http://localhost:3000/_next/static/chunks/node_modules_eb756b77._.js → 200 (47ms, 347965B)
[2026-03-17T07:33:21.342Z] GET http://localhost:3000/_next/static/chunks/_c5d8c4b7._.js → 200 (36ms, 43175B)
[2026-03-17T07:33:21.342Z] GET http://localhost:3000/_next/static/chunks/src_app_app_layout_tsx_c4469048._.js → 200 (36ms, 286B)
